日期,用户ID,经度,纬度,车辆编号,距离,时间
2015/10/01,1892630090,116.429439,39.959332,徐汇彬,0,0
2015/10/01,1788630170,116.420309,39.961567,徐汇彬,1436,7
2015/10/01,1788630180,116.420309,39.961567,徐汇彬,0,0
2015/10/01,44515631700,116.417771,39.962711,徐汇彬,1063,6
2015/10/01,1868630440,116.417771,39.962711,徐汇彬,0,0
2015/10/01,1888630410,116.417771,39.962711,徐汇彬,0,0
2015/10/01,1898631950,116.417771,39.962711,徐汇彬,0,0
2015/10/01,14656630500,116.417564,39.962696,徐汇彬,1,1
2015/10/01,3202630540,116.417771,39.962709,徐汇彬,1,1
本车合计,,,,徐汇彬,48145,56
2015/10/01,O,116.282381,39.643378,云鸟140,0,0
2015/10/01,16852630700,116.27973,39.952958,云鸟140,42806,39
2015/10/01,18670630200,116.27973,39.952958,云鸟140,0,0
2015/10/01,31500631500,116.27973,39.952958,云鸟140,0,0
2015/10/01,38528630700,116.27973,39.952958,云鸟140,0,0
2015/10/01,41181630800,116.27973,39.952958,云鸟140,0,0
2015/10/01,6591629640,116.279877,39.95261,云鸟140,142,1
2015/10/01,50405630900,116.286343,39.958523,云鸟140,1478,7
2015/10/01,50405630600,116.286343,39.958523,云鸟140,0,0
2015/10/01,50405630500,116.286343,39.958523,云鸟140,0,0
2015/10/01,55556629400,116.300985,39.953115,云鸟140,2598,7
2015/10/01,21003630800,116.296677,39.966457,云鸟140,2096,8
2015/10/01,34134629100,116.293724,39.974178,云鸟140,1165,5
本车合计,,,,云鸟140,50285,67
2015/10/01,O,116.282381,39.643378,云鸟71,0,0
2015/10/01,2327631720,116.333574,40.03048,云鸟71,49506,44
2015/10/01,7278631800,116.333574,40.03048,云鸟71,0,0
2015/10/01,8850631220,116.333574,40.03048,云鸟71,0,0
2015/10/01,19180631700,116.333574,40.03048,云鸟71,0,0
2015/10/01,2477630230,116.344172,40.032662,云鸟71,1594,5
2015/10/01,34995629500,116.35169,40.035603,云鸟71,1519,2
2015/10/01,16295631700,116.352509,40.041035,云鸟71,1017,4
2015/10/01,16286631200,116.352509,40.041035,云鸟71,0,0
2015/10/01,7958628970,116.31517,40.041096,云鸟71,4250,13
2015/10/01,18404631100,116.31517,40.041096,云鸟71,0,0
本车合计,,,,云鸟71,57886,68
2015/10/01,O,116.282381,39.643378,云鸟3,0,0
2015/10/01,1545630520,116.355537,39.947052,云鸟3,39486,34
2015/10/01,1620629500,116.356061,39.946568,云鸟3,101,1
2015/10/01,1776630010,116.355423,39.940475,云鸟3,693,1
2015/10/01,23744629900,116.352496,39.941385,云鸟3,963,1
2015/10/01,1757629640,116.350146,39.944323,云鸟3,483,1
2015/10/01,1757629980,116.350146,39.944323,云鸟3,0,0
2015/10/01,34951631500,116.348236,39.95203,云鸟3,928,2
2015/10/01,55401629200,116.347269,39.949601,云鸟3,323,1
2015/10/01,34755630800,116.341835,39.948032,云鸟3,497,1
本车合计,,,,云鸟3,43474,42
2015/10/01,O,116.282381,39.643378,一号货车25,0,0
2015/10/01,52047630900,116.379891,39.76482,一号货车25,20564,26
2015/10/01,52047631000,116.379891,39.76482,一号货车25,0,0
2015/10/01,52047631500,116.379891,39.76482,一号货车25,0,0
2015/10/01,56348629300,116.38246,39.76989,一号货车25,1011,4
2015/10/01,22362631000,116.402588,39.776325,一号货车25,4913,11
2015/10/01,47746631500,116.399162,39.779404,一号货车25,564,3
2015/10/01,22854630800,116.399006,39.784601,一号货车25,1077,4
2015/10/01,23199631800,116.402907,39.785677,一号货车25,392,1
2015/10/01,58056628800,116.412941,39.783081,一号货车25,1191,6
2015/10/01,56713631700,116.417747,39.786762,一号货车25,987,5
2015/10/01,56713631000,116.417747,39.786762,一号货车25,0,0
2015/10/01,56713630900,116.417747,39.786762,一号货车25,0,0
2015/10/01,56713630200,116.417747,39.786762,一号货车25,0,0
2015/10/01,27857630700,116.419712,39.787162,一号货车25,171,1
2015/10/01,52297628900,116.419712,39.787162,一号货车25,0,0
2015/10/01,15888631700,116.419835,39.786588,一号货车25,361,2
本车合计,,,,一号货车25,31231,63
2015/10/01,O,116.282381,39.643378,云鸟106,0,0
2015/10/01,38461629100,116.503784,39.966618,云鸟106,52143,56
本车合计,,,,云鸟106,52143,56
2015/10/01,O,116.282381,39.643378,云鸟42,0,0
2015/10/01,16905629700,116.470116,39.929361,云鸟42,45029,39
2015/10/01,16905629900,116.470116,39.929361,云鸟42,0,0
本车合计,,,,云鸟42,45029,39
2015/10/01,O,116.282381,39.643378,云鸟44,0,0
2015/10/01,57805631200,116.637177,39.814518,云鸟44,42612,34
2015/10/01,57805630900,116.637177,39.814518,云鸟44,0,0
2015/10/01,30152631400,116.614619,39.834343,云鸟44,4139,7
2015/10/01,48034631300,116.614619,39.834343,云鸟44,0,0
2015/10/01,57187630900,116.670547,39.83057,云鸟44,5582,8
2015/10/01,27243631600,116.678867,39.832944,云鸟44,1416,4
本车合计,,,,云鸟44,53749,53
2015/10/01,O,116.282381,39.643378,云鸟63,0,0
2015/10/01,23052631900,116.401093,39.890388,云鸟63,35801,31
2015/10/01,12577631500,116.394539,39.886974,云鸟63,926,3
2015/10/01,18583630500,116.392334,39.887352,云鸟63,226,1
2015/10/01,28151631000,116.38517,39.888069,云鸟63,973,2
2015/10/01,9349630160,116.378292,39.908333,云鸟63,2807,9
2015/10/01,33848631300,116.414688,39.918701,云鸟63,5055,16
本车合计,,,,云鸟63,45788,62
2015/10/01,O,116.282381,39.643378,一号货车12,0,0
2015/10/01,25693629600,116.394815,39.856509,一号货车12,31245,25
2015/10/01,37478631000,116.412003,39.854099,一号货车12,2092,8
2015/10/01,42271631000,116.412003,39.854099,一号货车12,0,0
2015/10/01,6253631870,116.418714,39.856742,一号货车12,925,1
2015/10/01,30279628800,116.421902,39.844762,一号货车12,2181,6
2015/10/01,50290631500,116.420253,39.854629,一号货车12,1171,4
2015/10/01,50290631700,116.420253,39.854629,一号货车12,0,0
2015/10/01,27650629200,116.422249,39.857616,一号货车12,2106,2
2015/10/01,19633628900,116.411316,39.868488,一号货车12,2179,7
2015/10/01,21688631400,116.404164,39.866233,一号货车12,905,3
2015/10/01,44045631300,116.404289,39.865953,一号货车12,31,1
2015/10/01,53292631100,116.403397,39.865795,一号货车12,186,2
2015/10/01,50753631700,116.401497,39.866322,一号货车12,217,4
2015/10/01,21916630100,116.402374,39.864475,一号货车12,506,3
2015/10/01,36937630700,116.399338,39.857971,一号货车12,1158,4
本车合计,,,,一号货车12,44902,70
2015/10/01,O,116.282381,39.643378,云鸟83,0,0
2015/10/01,40444629300,116.282654,40.019669,云鸟83,50169,43
2015/10/01,53480630500,116.29232,40.023685,云鸟83,1939,5
2015/10/01,27295629500,116.290072,40.03397,云鸟83,1896,3
本车合计,,,,云鸟83,54004,51
2015/10/01,O,116.282381,39.643378,云鸟51,0,0
2015/10/01,335629940,116.437481,39.96202,云鸟51,56970,59
2015/10/01,3896629510,116.437481,39.96202,云鸟51,0,0
2015/10/01,8704631800,116.437481,39.96202,云鸟51,0,0
2015/10/01,45872630000,116.43901,39.967384,云鸟51,753,7
本车合计,,,,云鸟51,57723,66
2015/10/01,O,116.282381,39.643378,云鸟136,0,0
2015/10/01,26316631000,116.490791,39.849548,云鸟136,39111,36
2015/10/01,32042630600,116.492293,39.850496,云鸟136,232,2
2015/10/01,26116630700,116.509891,39.844507,云鸟136,3332,8
2015/10/01,22245630500,116.53009,39.844437,云鸟136,3788,7
2015/10/01,33799630200,116.53009,39.844437,云鸟136,0,0
2015/10/01,47984631600,116.517487,39.863293,云鸟136,3003,9
2015/10/01,31197629500,116.514114,39.86343,云鸟136,1243,5
2015/10/01,29576631700,116.511865,39.864142,云鸟136,379,1
2015/10/01,30508629800,116.502731,39.860925,云鸟136,1116,2
本车合计,,,,云鸟136,52204,70
2015/10/01,O,116.282381,39.643378,云鸟78,0,0
2015/10/01,33806631000,116.406774,39.926989,云鸟78,40216,38
2015/10/01,22040629100,116.408241,39.929977,云鸟78,497,1
2015/10/01,22040630000,116.408241,39.929977,云鸟78,0,0
2015/10/01,22091629700,116.408981,39.92984,云鸟78,68,1
2015/10/01,4790631240,116.410599,39.926025,云鸟78,579,1
2015/10/01,4790631260,116.410599,39.926025,云鸟78,0,0
2015/10/01,28377631600,116.412756,39.926115,云鸟78,182,1
2015/10/01,43797631800,116.410844,39.926256,云鸟78,197,1
2015/10/01,12410631200,116.41114,39.927288,云鸟78,108,1
2015/10/01,27667629500,116.410934,39.92765,云鸟78,46,1
2015/10/01,27944629100,116.408607,39.93317,云鸟78,860,4
本车合计,,,,云鸟78,42753,49
2015/10/01,O,116.282381,39.643378,云鸟73,0,0
2015/10/01,31914631800,116.520309,39.966273,云鸟73,56512,45
2015/10/01,38138631600,116.520309,39.966273,云鸟73,0,0
2015/10/01,24550629500,116.408279,40.058613,云鸟73,19581,20
2015/10/01,37771629800,116.408279,40.058613,云鸟73,0,0
2015/10/01,38097631400,116.3973,40.082301,云鸟73,4669,12
2015/10/01,56423631600,116.398014,40.082663,云鸟73,71,1
2015/10/01,49685630700,116.409821,40.08569,云鸟73,1353,16
2015/10/01,7291630530,116.408997,40.071201,云鸟73,2515,9
本车合计,,,,云鸟73,84701,103
2015/10/01,O,116.282381,39.643378,云鸟158,0,0
2015/10/01,23155629100,116.260628,40.132114,云鸟158,63997,51
2015/10/01,40654631600,116.264112,40.137983,云鸟158,5454,14
2015/10/01,23176631100,116.267798,40.133101,云鸟158,647,1
2015/10/01,29216631800,116.26146,40.149946,云鸟158,3304,9
2015/10/01,29216631900,116.26146,40.149946,云鸟158,0,0
2015/10/01,29417629200,116.26146,40.149946,云鸟158,0,0
2015/10/01,29573629000,116.26146,40.149946,云鸟158,0,0
2015/10/01,51100631300,116.250282,40.165656,云鸟158,2783,8
2015/10/01,55531631800,116.221645,40.142687,云鸟158,5664,11
本车合计,,,,云鸟158,81849,94
2015/10/01,O,116.282381,39.643378,云鸟21,0,0
2015/10/01,16892631400,116.455553,39.881758,云鸟21,39205,33
2015/10/01,55240629300,116.455503,39.880669,云鸟21,156,1
2015/10/01,55905629600,116.455933,39.881847,云鸟21,131,1
2015/10/01,9696630090,116.453068,39.881653,云鸟21,293,1
本车合计,,,,云鸟21,39785,36
2015/10/01,O,116.282381,39.643378,云鸟76,0,0
2015/10/01,23631629800,116.426537,39.993984,云鸟76,49410,42
2015/10/01,35212629100,116.42254,39.992435,云鸟76,492,2
2015/10/01,50244629000,116.413013,40.002474,云鸟76,1909,3
本车合计,,,,云鸟76,51811,47
2015/10/01,O,116.282381,39.643378,云鸟135,0,0
2015/10/01,40427629500,116.424454,39.971306,云鸟135,46765,43
2015/10/01,36594630600,116.421889,39.99099,云鸟135,3290,11
2015/10/01,36594631600,116.421889,39.99099,云鸟135,0,0
2015/10/01,43372629100,116.43012,39.995178,云鸟135,1194,2
2015/10/01,43372630200,116.43012,39.995178,云鸟135,0,0
2015/10/01,54221629000,116.408684,39.992594,云鸟135,2986,3
本车合计,,,,云鸟135,54235,59
2015/10/01,O,116.282381,39.643378,云鸟138,0,0
2015/10/01,3291630430,116.25335,39.909219,云鸟138,41054,35
2015/10/01,36122629100,116.252484,39.916071,云鸟138,1154,2
2015/10/01,57829629600,116.247306,39.916335,云鸟138,779,2
2015/10/01,8778631770,116.267583,39.907348,云鸟138,2664,4
2015/10/01,25107629500,116.267583,39.907348,云鸟138,0,0
2015/10/01,39474629200,116.267583,39.907348,云鸟138,0,0
2015/10/01,51933630800,116.267583,39.907348,云鸟138,0,0
2015/10/01,43541630700,116.277588,39.918148,云鸟138,2040,5
2015/10/01,24562629800,116.317003,39.956803,云鸟138,7530,22
本车合计,,,,云鸟138,55221,70
2015/10/01,O,116.282381,39.643378,云鸟7,0,0
2015/10/01,8670631070,116.310936,39.902699,云鸟7,35462,29
2015/10/01,8664629810,116.309842,39.902804,云鸟7,663,1
2015/10/01,1459630590,116.307167,39.908986,云鸟7,2629,7
2015/10/01,1459630600,116.307167,39.908986,云鸟7,0,0
2015/10/01,2123630400,116.302406,39.909519,云鸟7,732,2
2015/10/01,2123631250,116.302406,39.909519,云鸟7,0,0
2015/10/01,1286629890,116.302313,39.909524,云鸟7,1,1
2015/10/01,15787631300,116.296463,39.908947,云鸟7,1291,3
本车合计,,,,云鸟7,40778,43
2015/10/01,O,116.282381,39.643378,云鸟132,0,0
2015/10/01,50706631900,116.404234,40.057459,云鸟132,56234,80
2015/10/01,17473629300,116.414391,40.086464,云鸟132,3939,10
2015/10/01,7117629450,116.439593,40.086511,云鸟132,2772,8
2015/10/01,36975629700,116.439593,40.086511,云鸟132,0,0
2015/10/01,36975629900,116.439593,40.086511,云鸟132,0,0
2015/10/01,39814629800,116.440384,40.085777,云鸟132,955,6
2015/10/01,7111631810,116.441126,40.080167,云鸟132,664,1
2015/10/01,50609629900,116.455203,40.087194,云鸟132,1854,3
2015/10/01,48257629800,116.455203,40.087194,云鸟132,0,0
2015/10/01,48283631500,116.455203,40.087194,云鸟132,0,0
本车合计,,,,云鸟132,66418,108
2015/10/01,O,116.282381,39.643378,吴彦超,0,0
2015/10/01,21629580,116.308006,40.036316,吴彦超,53458,49
2015/10/01,21630590,116.308006,40.036316,吴彦超,0,0
本车合计,,,,吴彦超,53458,49
2015/10/01,O,116.282381,39.643378,徐祥,0,0
2015/10/01,12544629400,116.298555,40.04594,徐祥,54446,49
本车合计,,,,徐祥,54446,49
2015/10/01,O,116.282381,39.643378,云鸟155,0,0
2015/10/01,26580630200,116.363363,39.884832,云鸟155,32495,28
2015/10/01,13996630200,116.359606,39.890214,云鸟155,1250,2
2015/10/01,14058629300,116.359606,39.890214,云鸟155,0,0
2015/10/01,37652629800,116.354137,39.900239,云鸟155,1799,8
2015/10/01,46900631500,116.37519,39.897473,云鸟155,2859,9
本车合计,,,,云鸟155,38403,47
2015/10/01,O,116.282381,39.643378,一号货车7,0,0
2015/10/01,10370629100,116.36528,39.862698,一号货车7,29928,25
2015/10/01,29668628800,116.361731,39.865748,一号货车7,540,2
2015/10/01,57599630100,116.363287,39.86548,一号货车7,138,1
2015/10/01,55814630100,116.370926,39.860733,一号货车7,1451,4
2015/10/01,57731630300,116.379089,39.86488,一号货车7,2413,6
2015/10/01,48511630900,116.385313,39.864356,一号货车7,1500,2
2015/10/01,54874630600,116.386612,39.86071,一号货车7,846,1
2015/10/01,4273629980,116.390997,39.860111,一号货车7,505,2
2015/10/01,13640629300,116.393913,39.861555,一号货车7,369,3
2015/10/01,54087629200,116.394104,39.858826,一号货车7,321,2
本车合计,,,,一号货车7,38011,48
2015/10/01,O,116.282381,39.643378,云鸟151,0,0
2015/10/01,18107628900,116.330626,40.030111,云鸟151,49454,44
2015/10/01,26327629600,116.330626,40.030111,云鸟151,0,0
2015/10/01,41307628900,116.328154,40.028738,云鸟151,1047,4
2015/10/01,6931631230,116.336276,40.037247,云鸟151,1518,5
2015/10/01,4556630980,116.332604,40.040652,云鸟151,500,1
2015/10/01,4556631410,116.332604,40.040652,云鸟151,0,0
2015/10/01,49529631900,116.331757,40.037739,云鸟151,390,1
本车合计,,,,云鸟151,52909,55
2015/10/01,O,116.282381,39.643378,云鸟172,0,0
2015/10/01,42464631100,116.394498,40.113482,云鸟172,63372,68
2015/10/01,52158630300,116.394498,40.113482,云鸟172,0,0
2015/10/01,52721628900,116.394498,40.113482,云鸟172,0,0
2015/10/01,20351631000,116.357492,40.115827,云鸟172,3520,5
2015/10/01,52967631800,116.357191,40.114196,云鸟172,732,3
2015/10/01,52967631400,116.357191,40.114196,云鸟172,0,0
本车合计,,,,云鸟172,67624,76
2015/10/01,O,116.282381,39.643378,云鸟149,0,0
2015/10/01,37314630400,116.67227,39.880067,云鸟149,53607,41
2015/10/01,43446629800,116.641167,39.896999,云鸟149,4288,13
2015/10/01,36913629000,116.638947,39.906376,云鸟149,2391,12
2015/10/01,41494631400,116.639421,39.905782,云鸟149,525,1
2015/10/01,15320631100,116.660469,39.907108,云鸟149,2724,8
2015/10/01,37245631000,116.694748,39.916309,云鸟149,3318,5
本车合计,,,,云鸟149,66853,80
2015/10/01,O,116.282381,39.643378,云鸟12,0,0
2015/10/01,4723630810,116.332984,39.908157,云鸟12,36082,31
2015/10/01,5586630650,116.265076,39.905178,云鸟12,6315,17
2015/10/01,37689630100,116.265076,39.905178,云鸟12,0,0
2015/10/01,42300629900,116.265076,39.905178,云鸟12,0,0
本车合计,,,,云鸟12,42397,48
2015/10/01,O,116.282381,39.643378,云鸟41,0,0
2015/10/01,43243629100,116.455009,39.919312,云鸟41,43704,38
2015/10/01,43243629700,116.455009,39.919312,云鸟41,0,0
本车合计,,,,云鸟41,43704,38
2015/10/01,O,116.282381,39.643378,云鸟134,0,0
2015/10/01,22945631500,116.286886,40.10494,云鸟134,60311,48
2015/10/01,23017629700,116.286886,40.10494,云鸟134,0,0
2015/10/01,40996631600,116.286886,40.10494,云鸟134,0,0
2015/10/01,33154629700,116.288048,40.099477,云鸟134,1103,4
2015/10/01,33154630100,116.288048,40.099477,云鸟134,0,0
2015/10/01,47593631400,116.288048,40.099477,云鸟134,0,0
2015/10/01,47593631100,116.288048,40.099477,云鸟134,0,0
2015/10/01,52910630100,116.290262,40.095719,云鸟134,1164,7
2015/10/01,53271629900,116.277939,40.103543,云鸟134,3139,17
2015/10/01,41071631400,116.277939,40.103543,云鸟134,0,0
2015/10/01,22073629100,116.288199,40.092048,云鸟134,2552,4
2015/10/01,52467630900,116.29792,40.079326,云鸟134,1706,3
2015/10/01,52467629700,116.29792,40.079326,云鸟134,0,0
本车合计,,,,云鸟134,69975,83
2015/10/01,O,116.282381,39.643378,一号货车32,0,0
2015/10/01,51542630900,116.34185,39.775337,一号货车32,18652,16
2015/10/01,46509628900,116.351342,39.789773,一号货车32,4418,8
2015/10/01,39890630100,116.339423,39.784299,一号货车32,2286,3
2015/10/01,39890630200,116.339423,39.784299,一号货车32,0,0
2015/10/01,38593629700,116.333878,39.785042,一号货车32,513,1
2015/10/01,38593631500,116.333878,39.785042,一号货车32,0,0
2015/10/01,13274629600,116.3312,39.786673,一号货车32,677,6
2015/10/01,5097631180,116.333546,39.769781,一号货车32,2921,10
2015/10/01,5097631190,116.333546,39.769781,一号货车32,0,0
2015/10/01,51222630500,116.363378,39.773481,一号货车32,3744,11
本车合计,,,,一号货车32,33211,55
2015/10/01,O,116.282381,39.643378,富路通5,0,0
2015/10/01,24043630900,116.219905,39.906586,富路通5,35992,40
2015/10/01,6193631250,116.21434,39.897339,富路通5,1641,7
2015/10/01,13467630700,116.22982,39.895382,富路通5,1761,5
2015/10/01,13842629000,116.230865,39.901131,富路通5,1208,3
本车合计,,,,富路通5,40602,55
2015/10/01,O,116.282381,39.643378,云鸟82,0,0
2015/10/01,20672631700,116.414215,40.043796,云鸟82,53715,77
2015/10/01,58057628900,116.406486,40.048389,云鸟82,1109,5
2015/10/01,1944629510,116.406273,40.074825,云鸟82,3975,23
本车合计,,,,云鸟82,58799,105
2015/10/01,O,116.282381,39.643378,云鸟20,0,0
2015/10/01,1038631710,116.143497,39.726906,云鸟20,22776,23
2015/10/01,838630870,116.508186,39.916889,云鸟20,48450,42
2015/10/01,13314630900,116.503258,39.924596,云鸟20,1484,5
2015/10/01,292631880,116.508755,39.925614,云鸟20,677,8
2015/10/01,12680630700,116.500093,39.92594,云鸟20,1333,3
2015/10/01,18720630400,116.499695,39.927875,云鸟20,299,1
2015/10/01,38734629900,116.499167,39.928669,云鸟20,167,1
2015/10/01,13454630900,116.505951,39.929859,云鸟20,924,4
2015/10/01,50562629800,116.498285,39.939361,云鸟20,1807,4
本车合计,,,,云鸟20,77917,91
2015/10/01,O,116.282381,39.643378,云鸟169,0,0
2015/10/01,33668630100,116.408936,39.936001,云鸟169,41516,36
2015/10/01,33668631000,116.408936,39.936001,云鸟169,0,0
2015/10/01,7696631410,116.40992,39.94109,云鸟169,961,3
2015/10/01,39799631900,116.408432,39.938007,云鸟169,477,1
2015/10/01,33653630600,116.408607,39.934547,云鸟169,384,1
2015/10/01,8915631370,116.408598,39.934467,云鸟169,8,1
本车合计,,,,云鸟169,43346,42
2015/10/01,O,116.282381,39.643378,云鸟147,0,0
2015/10/01,6120631670,116.373619,39.934772,云鸟147,38476,33
2015/10/01,2713630100,116.373894,39.934834,云鸟147,24,1
2015/10/01,2729631150,116.373981,39.935173,云鸟147,10,1
2015/10/01,5759631230,116.37587,39.935169,云鸟147,211,2
2015/10/01,2824630910,116.376694,39.935223,云鸟147,71,1
2015/10/01,2699631510,116.355423,39.940475,云鸟147,3864,12
本车合计,,,,云鸟147,42656,50
2015/10/01,O,116.282381,39.643378,云鸟36,0,0
2015/10/01,13349630600,116.449661,39.913174,云鸟36,43529,37
2015/10/01,974631490,116.45005,39.913414,云鸟36,34,1
2015/10/01,35238630300,116.450119,39.918049,云鸟36,1181,4
2015/10/01,35238631900,116.450119,39.918049,云鸟36,0,0
2015/10/01,10662629600,116.438158,39.915536,云鸟36,1385,5
2015/10/01,11074630800,116.436233,39.915896,云鸟36,178,1
2015/10/01,10495630600,116.433656,39.91583,云鸟36,2312,3
本车合计,,,,云鸟36,48619,51
2015/10/01,O,116.282381,39.643378,云鸟90,0,0
2015/10/01,56658631100,116.428276,39.912113,云鸟90,40407,36
2015/10/01,2945630140,116.420372,39.912762,云鸟90,1311,4
2015/10/01,3580631120,116.420372,39.912762,云鸟90,0,0
2015/10/01,3643631480,116.420372,39.912762,云鸟90,0,0
2015/10/01,4951631050,116.420372,39.912762,云鸟90,0,0
2015/10/01,4951630770,116.420372,39.912762,云鸟90,0,0
2015/10/01,2828629940,116.419464,39.912846,云鸟90,77,1
2015/10/01,3458631710,116.418755,39.912716,云鸟90,60,1
本车合计,,,,云鸟90,41855,42
2015/10/01,O,116.282381,39.643378,云鸟101,0,0
2015/10/01,32687629600,116.275331,39.921082,云鸟101,40334,33
2015/10/01,3159629640,116.271128,39.923736,云鸟101,2016,2
2015/10/01,4863630400,116.270983,39.925034,云鸟101,397,1
2015/10/01,4774630870,116.272315,39.922972,云鸟101,1442,2
2015/10/01,35586629800,116.270006,39.919253,云鸟101,1212,3
本车合计,,,,云鸟101,45401,41
2015/10/01,O,116.282381,39.643378,云鸟171,0,0
2015/10/01,17670630700,116.333692,39.92712,云鸟171,38412,33
2015/10/01,19372629900,116.325768,39.923923,云鸟171,1347,3
2015/10/01,9290631360,116.327068,39.934768,云鸟171,1341,3
本车合计,,,,云鸟171,41100,39
2015/10/01,O,116.282381,39.643378,云鸟68,0,0
2015/10/01,4492630550,116.315369,40.054192,云鸟68,55591,47
2015/10/01,4141631960,116.312904,40.052292,云鸟68,448,1
2015/10/01,4139631160,116.313904,40.053173,云鸟68,277,1
2015/10/01,13195629700,116.326658,40.056638,云鸟68,1455,2
2015/10/01,35828629700,116.332144,40.07643,云鸟68,3678,11
2015/10/01,41183630700,116.332144,40.07643,云鸟68,0,0
本车合计,,,,云鸟68,61449,62
2015/10/01,O,116.282381,39.643378,云鸟79,0,0
2015/10/01,11038629800,116.311481,39.943599,云鸟79,42515,57
2015/10/01,7196631010,116.310806,39.951103,云鸟79,1270,3
2015/10/01,7196631100,116.310806,39.951103,云鸟79,0,0
2015/10/01,5882630120,116.317134,39.95028,云鸟79,724,2
2015/10/01,6803630950,116.323212,39.957947,云鸟79,1388,2
2015/10/01,57172631000,116.323212,39.957947,云鸟79,0,0
2015/10/01,11068630100,116.323212,39.957947,云鸟79,0,0
本车合计,,,,云鸟79,45897,64
2015/10/01,O,116.282381,39.643378,云鸟121,0,0
2015/10/01,20298629800,116.495209,39.894604,云鸟121,43414,38
2015/10/01,24789631000,116.50603,39.898004,云鸟121,1534,4
本车合计,,,,云鸟121,44948,42
2015/10/01,O,116.282381,39.643378,一号货车6,0,0
2015/10/01,49267628800,116.412057,39.859473,一号货车6,33363,29
2015/10/01,37056630200,116.41349,39.866859,一号货车6,1048,4
2015/10/01,13664629800,116.421661,39.865593,一号货车6,939,4
2015/10/01,42397630000,116.421684,39.865566,一号货车6,3,1
2015/10/01,27805631000,116.421562,39.860539,一号货车6,635,1
2015/10/01,24493631200,116.431801,39.852049,一号货车6,1894,9
2015/10/01,50579629200,116.428348,39.858598,一号货车6,1180,5
2015/10/01,50242629200,116.432304,39.865678,一号货车6,1356,2
2015/10/01,50242629000,116.432304,39.865678,一号货车6,0,0
2015/10/01,16188629800,116.433854,39.864757,一号货车6,249,1
2015/10/01,21912630200,116.434713,39.869761,一号货车6,1376,4
2015/10/01,34175628800,116.434713,39.869761,一号货车6,0,0
2015/10/01,34175631700,116.434713,39.869761,一号货车6,0,0
本车合计,,,,一号货车6,42043,60
2015/10/01,O,116.282381,39.643378,云鸟153,0,0
2015/10/01,12138629500,116.402794,39.925545,云鸟153,40116,36
2015/10/01,12146629100,116.403069,39.925426,云鸟153,22,1
2015/10/01,12165631800,116.403595,39.926121,云鸟153,120,1
2015/10/01,21011631300,116.403282,39.925545,云鸟153,101,1
2015/10/01,21011631700,116.403282,39.925545,云鸟153,0,0
2015/10/01,12205629400,116.403015,39.925537,云鸟153,22,1
2015/10/01,12338629500,116.40229,39.925522,云鸟153,61,1
2015/10/01,14934629400,116.39978,39.929443,云鸟153,732,5
2015/10/01,25737629900,116.417023,39.93203,云鸟153,1974,12
2015/10/01,7525630280,116.417297,39.929955,云鸟153,231,1
本车合计,,,,云鸟153,43379,59
2015/10/01,O,116.282381,39.643378,吴鹏雷,0,0
2015/10/01,12623630200,116.417168,39.937378,吴鹏雷,42363,37
2015/10/01,1993631570,116.417099,39.93861,吴鹏雷,147,1
2015/10/01,1993631730,116.417099,39.93861,吴鹏雷,0,0
2015/10/01,1986631130,116.417076,39.939537,吴鹏雷,114,1
2015/10/01,19836630600,116.413597,39.942581,吴鹏雷,879,4
2015/10/01,19836630700,116.413597,39.942581,吴鹏雷,0,0
2015/10/01,2220631670,116.416855,39.942921,吴鹏雷,320,1
2015/10/01,18166629700,116.416565,39.943531,吴鹏雷,69,1
2015/10/01,21785629000,116.416611,39.947281,吴鹏雷,416,1
2015/10/01,21141629000,116.416945,39.94893,吴鹏雷,234,1
2015/10/01,20831631700,116.425934,39.946331,吴鹏雷,1443,2
2015/10/01,20831631800,116.425934,39.946331,吴鹏雷,0,0
2015/10/01,50241629000,116.415726,39.950947,吴鹏雷,1353,2
本车合计,,,,吴鹏雷,47338,51
2015/10/01,O,116.282381,39.643378,白永杰,0,0
2015/10/01,17433631600,116.64535,39.917014,白永杰,59380,60
2015/10/01,54264630700,116.678177,39.986858,白永杰,9142,18
2015/10/01,54264630800,116.678177,39.986858,白永杰,0,0
2015/10/01,57835629800,116.698997,39.987301,白永杰,2836,3
本车合计,,,,白永杰,71358,81
2015/10/01,O,116.282381,39.643378,云鸟15,0,0
2015/10/01,31142630200,116.46199,40.171474,云鸟15,72513,63
2015/10/01,31789631900,116.465057,40.17387,云鸟15,536,2
2015/10/01,31121630300,116.465057,40.17387,云鸟15,0,0
2015/10/01,31121630400,116.465057,40.17387,云鸟15,0,0
2015/10/01,31121630900,116.465057,40.17387,云鸟15,0,0
2015/10/01,32189630800,116.386909,40.152725,云鸟15,9291,20
2015/10/01,32189629300,116.386909,40.152725,云鸟15,0,0
2015/10/01,24993631600,116.3804,40.146004,云鸟15,1805,10
2015/10/01,25042629700,116.3804,40.146004,云鸟15,0,0
2015/10/01,39571630700,116.3804,40.146004,云鸟15,0,0
2015/10/01,30525630300,116.3804,40.146004,云鸟15,0,0
本车合计,,,,云鸟15,84145,95
2015/10/01,O,116.282381,39.643378,云鸟22,0,0
2015/10/01,30580629800,116.470184,39.894291,云鸟22,41485,38
2015/10/01,5053631030,116.460943,39.895276,云鸟22,2354,7
